unit_id,rule_id,rule_name,testable_from_open_data,outcome,passed,observed
lcdb1000057874,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057874,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057874,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057874,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057874,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057874,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057874,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057876,R-01,Area at least 1 hectare,yes,pass,True,area_ha=41.3682; contiguous_plantable_ha=41.3682
lcdb1000057876,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=183.207; erosion_core=yes; area_perimeter_m=169.458
lcdb1000057876,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=1492.37; overlap_pct=0.3608; sliver_filtered_m2=1070.53
lcdb1000057876,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057876,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057876,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057876,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057876,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057876,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057876,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057876,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057877,R-01,Area at least 1 hectare,yes,pass,True,area_ha=3.0384; contiguous_plantable_ha=none
lcdb1000057877,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=45.848; erosion_core=yes; area_perimeter_m=42.881
lcdb1000057877,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=23287.93; overlap_pct=76.6444; sliver_filtered_m2=22283.03
lcdb1000057877,R-04,No material supplied public-conservation overlap,yes,fail,False,overlap_m2=7978.33; overlap_pct=26.2580; sliver_filtered_m2=7288.02
lcdb1000057877,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057877,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057877,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057877,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057877,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057877,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057877,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057878,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.2870; contiguous_plantable_ha=none
lcdb1000057878,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=55.391; erosion_core=yes; area_perimeter_m=51.692
lcdb1000057878,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=42869.52; overlap_pct=100.0000; sliver_filtered_m2=42866.33
lcdb1000057878,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057878,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057878,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057878,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057878,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057878,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057878,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057878,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057879,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.6709; contiguous_plantable_ha=none
lcdb1000057879,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=81.906; erosion_core=yes; area_perimeter_m=43.154
lcdb1000057879,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=6708.56; overlap_pct=100.0000; sliver_filtered_m2=6708.56
lcdb1000057879,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057879,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057879,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057879,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057879,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057879,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057879,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057879,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057880,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.5118; contiguous_plantable_ha=none
lcdb1000057880,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=81.932; erosion_core=yes; area_perimeter_m=56.738
lcdb1000057880,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=4524.74; overlap_pct=29.9299; sliver_filtered_m2=4355.85
lcdb1000057880,R-04,No material supplied public-conservation overlap,yes,fail,False,overlap_m2=4882.45; overlap_pct=32.2961; sliver_filtered_m2=4882.45
lcdb1000057880,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057880,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057880,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057880,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057880,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057880,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057880,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057881,R-01,Area at least 1 hectare,yes,pass,True,area_ha=9.8942; contiguous_plantable_ha=none
lcdb1000057881,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=101.384; erosion_core=yes; area_perimeter_m=91.843
lcdb1000057881,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=40019.66; overlap_pct=40.4475; sliver_filtered_m2=38510.69
lcdb1000057881,R-04,No material supplied public-conservation overlap,yes,fail,False,overlap_m2=39958.73; overlap_pct=40.3859; sliver_filtered_m2=39712.19
lcdb1000057881,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057881,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057881,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057881,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057881,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057881,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057881,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057882,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.3194; contiguous_plantable_ha=2.3194
lcdb1000057882,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=83.675; erosion_core=yes; area_perimeter_m=64.273
lcdb1000057882,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=545.94; overlap_pct=2.3538; sliver_filtered_m2=0.00
lcdb1000057882,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057882,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057882,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057882,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057882,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057882,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057882,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057882,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057884,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.0941; contiguous_plantable_ha=none
lcdb1000057884,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=65.243; erosion_core=yes; area_perimeter_m=46.970
lcdb1000057884,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=10941.37; overlap_pct=100.0000; sliver_filtered_m2=10941.37
lcdb1000057884,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057884,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057884,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057884,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057884,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057884,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057884,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057884,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057886,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.0922; contiguous_plantable_ha=none
lcdb1000057886,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=36.536; erosion_core=yes; area_perimeter_m=32.557
lcdb1000057886,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=10921.69; overlap_pct=100.0000; sliver_filtered_m2=10921.69
lcdb1000057886,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057886,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057886,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057886,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057886,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057886,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057886,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057886,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057890,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.6879; contiguous_plantable_ha=none
lcdb1000057890,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=86.710; erosion_core=yes; area_perimeter_m=59.989
lcdb1000057890,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=16879.10; overlap_pct=100.0000; sliver_filtered_m2=16879.10
lcdb1000057890,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057890,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057890,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057890,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057890,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057890,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057890,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057890,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057891,R-01,Area at least 1 hectare,yes,fail,False,area_ha=0.4362; contiguous_plantable_ha=none
lcdb1000057891,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=33.385; erosion_core=yes; area_perimeter_m=26.591
lcdb1000057891,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=4362.43; overlap_pct=100.0000; sliver_filtered_m2=4362.43
lcdb1000057891,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057891,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057891,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057891,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057891,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057891,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057891,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057891,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057892,R-01,Area at least 1 hectare,yes,pass,True,area_ha=5.2803; contiguous_plantable_ha=5.2803
lcdb1000057892,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=133.193; erosion_core=yes; area_perimeter_m=99.697
lcdb1000057892,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=824.64; overlap_pct=1.5617; sliver_filtered_m2=481.40
lcdb1000057892,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057892,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057892,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057892,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057892,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057892,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057892,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057892,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057893,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.5487; contiguous_plantable_ha=none
lcdb1000057893,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=82.457; erosion_core=yes; area_perimeter_m=57.301
lcdb1000057893,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=4016.43; overlap_pct=25.9338; sliver_filtered_m2=3798.69
lcdb1000057893,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057893,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057893,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057893,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057893,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057893,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057893,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057893,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057894,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.1048; contiguous_plantable_ha=none
lcdb1000057894,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=81.509; erosion_core=yes; area_perimeter_m=50.900
lcdb1000057894,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=11047.83; overlap_pct=100.0000; sliver_filtered_m2=11047.83
lcdb1000057894,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057894,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057894,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057894,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057894,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057894,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057894,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057894,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057898,R-01,Area at least 1 hectare,yes,pass,True,area_ha=7.0730; contiguous_plantable_ha=none
lcdb1000057898,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=90.615; erosion_core=yes; area_perimeter_m=81.190
lcdb1000057898,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=15377.19; overlap_pct=21.7407; sliver_filtered_m2=13981.97
lcdb1000057898,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057898,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057898,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057898,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057898,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057898,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057898,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057898,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057901,R-01,Area at least 1 hectare,yes,pass,True,area_ha=3.0781; contiguous_plantable_ha=none
lcdb1000057901,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=114.599; erosion_core=yes; area_perimeter_m=80.327
lcdb1000057901,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=6537.87; overlap_pct=21.2400; sliver_filtered_m2=6537.87
lcdb1000057901,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057901,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057901,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057901,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057901,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057901,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057901,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057901,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057903,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.2286; contiguous_plantable_ha=none
lcdb1000057903,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=56.080; erosion_core=yes; area_perimeter_m=52.198
lcdb1000057903,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=5864.83; overlap_pct=13.8694; sliver_filtered_m2=5260.37
lcdb1000057903,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057903,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057903,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057903,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057903,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057903,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057903,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057903,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057907,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.3707; contiguous_plantable_ha=none
lcdb1000057907,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=50.493; erosion_core=yes; area_perimeter_m=45.590
lcdb1000057907,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=23707.15; overlap_pct=100.0000; sliver_filtered_m2=23707.15
lcdb1000057907,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057907,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057907,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057907,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057907,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057907,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057907,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057907,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057908,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.7098; contiguous_plantable_ha=none
lcdb1000057908,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=73.455; erosion_core=yes; area_perimeter_m=65.905
lcdb1000057908,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=9619.11; overlap_pct=20.4237; sliver_filtered_m2=8361.62
lcdb1000057908,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057908,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057908,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057908,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057908,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057908,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057908,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057908,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057912,R-01,Area at least 1 hectare,yes,pass,True,area_ha=46.9264; contiguous_plantable_ha=46.9264
lcdb1000057912,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=168.857; erosion_core=yes; area_perimeter_m=159.185
lcdb1000057912,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057912,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057912,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057912,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057912,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057912,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057912,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057912,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057912,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057916,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.7959; contiguous_plantable_ha=none
lcdb1000057916,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=87.366; erosion_core=yes; area_perimeter_m=75.371
lcdb1000057916,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=34203.66; overlap_pct=71.3179; sliver_filtered_m2=34190.51
lcdb1000057916,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057916,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057916,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057916,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057916,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057916,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057916,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057916,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057920,R-01,Area at least 1 hectare,yes,pass,True,area_ha=9.0867; contiguous_plantable_ha=none
lcdb1000057920,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=77.034; erosion_core=yes; area_perimeter_m=72.312
lcdb1000057920,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=46908.75; overlap_pct=51.6234; sliver_filtered_m2=45678.22
lcdb1000057920,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057920,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057920,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057920,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057920,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057920,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000057920,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000057920,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000057921,R-01,Area at least 1 hectare,yes,pass,True,area_ha=10.3200; contiguous_plantable_ha=none
lcdb1000057921,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=86.194; erosion_core=yes; area_perimeter_m=80.406
lcdb1000057921,R-03,Not materially mapped as pre-1990 forest land,partial,fail,False,overlap_m2=12278.66; overlap_pct=11.8979; sliver_filtered_m2=9921.61
lcdb1000057921,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000057921,R-05,Current land-cover proxy is potentially plantable,proxy,pass,True,Low Producing Grassland
lcdb1000057921,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000057921,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000057921,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000057921,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
